,PlayerID,Height,Weight,Forty Yard Dash,Shuttle Time,Vertical Jump,Broad Jump,Bench Press,Cone Drill
255,Davante Adams17,"6' 1""",215 lbs,4.56 sec,4.30 sec,39.5 in,123 in,14 reps,6.82 sec
256,Mike Davis27,"6' 0""",189 lbs,4.61 sec,4.18 sec,34.0 in,116 in,17 reps,7.00 sec
257,Quincy Enunwa81,"6' 2""",225 lbs,4.45 sec,,,,19 reps,
258,Chandler Jones55,"5' 9""",185 lbs,4.77 sec,4.38 sec,35.0 in,120 in,22 reps,7.07 sec
259,Allen Hurns17,"6' 3""",195 lbs,4.55 sec,4.50 sec,31.0 in,120 in,14 reps,7.23 sec
260,Trey Burton80,"6' 2""",238 lbs,4.62 sec,4.32 sec,30.0 in,112 in,,7.14 sec
261,Albert Wilson15,"5' 9""",195 lbs,4.43 sec,4.21 sec,37.5 in,123 in,10 reps,7.00 sec
262,James White28,"5' 10""",205 lbs,4.57 sec,4.20 sec,32.0 in,114 in,23 reps,7.05 sec
263,Jerick McKinnon28,"5' 9""",205 lbs,4.41 sec,4.12 sec,40.5 in,132 in,32 reps,6.83 sec
264,Richard Rodgers82,"6' 4""",257 lbs,4.87 sec,4.47 sec,31.5 in,116 in,16 reps,7.23 sec
265,Cody Latimer12,"6' 2""",215 lbs,,,,,23 reps,
266,Ricardo Allen37,"5' 9""",186 lbs,4.61 sec,4.15 sec,35.5 in,117 in,13 reps,
267,Nevin Lawson26,"5' 9""",190 lbs,4.48 sec,4.40 sec,33.0 in,120 in,16 reps,7.12 sec
268,Zach Kerr92,"6' 2""",334 lbs,5.06 sec,4.71 sec,28.5 in,99 in,28 reps,7.93 sec
269,Avery Williamson54,"6' 1""",246 lbs,4.66 sec,4.07 sec,30.5 in,120 in,25 reps,7.11 sec
270,Anthony Hitchens53,"6' 0""",235 lbs,4.74 sec,4.45 sec,31.5 in,116 in,23 reps,7.15 sec
271,Damien Williams26,"5' 11""",224 lbs,4.45 sec,4.25 sec,35.5 in,121 in,16 reps,7.37 sec
272,Bashaud Breeland21,"5' 11""",195 lbs,4.62 sec,4.33 sec,34.400002 in,123 in,11 reps,7.04 sec
273,Bennett Jackson39,"6' 0""",192 lbs,4.51 sec,4.00 sec,38.0 in,128 in,13 reps,6.75 sec
274,Daniel Sorensen49,"6' 2""",208 lbs,4.67 sec,3.95 sec,32.0 in,114 in,13 reps,6.47 sec
275,John Brown15,"5' 11""",178 lbs,4.34 sec,4.12 sec,36.5 in,119 in,,6.91 sec
276,Brett Hundley7,"6' 3""",226 lbs,4.63 sec,3.98 sec,36.0 in,120 in,,6.93 sec
277,Phillip Gaines29,"6' 0""",193 lbs,4.38 sec,4.04 sec,36.5 in,122 in,11 reps,6.62 sec
278,Kevin Pierre-Louis57,"6' 0""",231 lbs,4.51 sec,4.02 sec,39.0 in,128 in,28 reps,6.92 sec
279,Brandon Jones19,"6' 1""",195 lbs,4.42 sec,4.10 sec,37.0 in,114 in,,
280,Brandon Jones19,"5' 11""",198 lbs,,,,,,
281,Justin Jones93,"6' 8""",277 lbs,4.90 sec,4.60 sec,37.0 in,113 in,22 reps,6.88 sec
282,Austin Johnson98,"6' 2""",240 lbs,5.32 sec,4.75 sec,26.0 in,96 in,25 reps,7.84 sec
283,Marcus Williams43,"5' 11""",196 lbs,4.56 sec,4.20 sec,43.5 in,129 in,14 reps,6.85 sec
284,Trae Waynes26,"6' 0""",190 lbs,4.31 sec,4.39 sec,38.0 in,122 in,19 reps,7.06 sec
285,Shaq Thompson54,"6' 0""",230 lbs,4.64 sec,4.08 sec,33.5 in,117 in,,6.99 sec
286,Jameis Winston,"6' 4""",231 lbs,4.97 sec,4.36 sec,28.5 in,103 in,,7.16 sec
287,Amari Cooper19,"6' 1""",210 lbs,4.42 sec,3.98 sec,33.0 in,120 in,,6.71 sec
288,T.J. Yeldon22,"6' 1""",223 lbs,4.61 sec,4.22 sec,36.0 in,117 in,22 reps,7.19 sec
289,Landon Collins20,"6' 0""",218 lbs,4.53 sec,4.33 sec,35.0 in,120 in,,7.38 sec
290,Malcom Brown90,"6' 2""",320 lbs,4.62 sec,4.15 sec,34.5 in,117 in,19 reps,6.86 sec
291,Melvin Gordon25,"6' 1""",215 lbs,4.52 sec,4.07 sec,35.0 in,126 in,19 reps,7.04 sec
292,Eddie Goldman91,"6' 3""",318 lbs,5.27 sec,4.87 sec,26.0 in,,,7.62 sec
293,Breshad Perriman19,"6' 2""",215 lbs,,,,,,
294,Marcus Mariota8,"6' 4""",222 lbs,4.52 sec,4.11 sec,36.0 in,121 in,,6.87 sec
295,Tevin Coleman26,"6' 1""",210 lbs,,,,,22 reps,
296,Duke Johnson25,"5' 9""",210 lbs,4.54 sec,,33.5 in,121 in,,
297,Justin Jackson22,"6' 1""",230 lbs,4.52 sec,,38.5 in,122 in,13 reps,
298,Ameer Abdullah31,"5' 9""",203 lbs,4.60 sec,3.95 sec,42.5 in,130 in,24 reps,6.79 sec
299,Maxx Williams87,"6' 4""",252 lbs,4.78 sec,4.37 sec,34.5 in,117 in,17 reps,7.30 sec
300,Nelson Agholor13,"6' 0""",198 lbs,4.42 sec,,,,12 reps,
301,Stefon Diggs14,"6' 0""",191 lbs,4.46 sec,4.32 sec,35.0 in,115 in,,7.03 sec
302,Devin Funchess11,"6' 4""",225 lbs,4.70 sec,,38.5 in,122 in,17 reps,
303,David Johnson31,"6' 1""",224 lbs,4.50 sec,4.27 sec,41.5 in,127 in,25 reps,6.82 sec
304,Jesse James83,"6' 7""",261 lbs,4.83 sec,4.50 sec,37.5 in,121 in,26 reps,7.53 sec
305,DeVante Parker11,"6' 3""",216 lbs,4.45 sec,,36.5 in,125 in,17 reps,
306,Tyler Lockett16,"5' 10""",182 lbs,4.40 sec,4.07 sec,35.5 in,121 in,,6.89 sec
307,Sean Mannion4,"6' 6""",230 lbs,5.14 sec,4.39 sec,31.0 in,105 in,,7.29 sec
308,Marcus Murphy34,"5' 9""",195 lbs,4.61 sec,4.40 sec,29.0 in,109 in,11 reps,
309,Malcolm Brown34,"5' 11""",222 lbs,4.62 sec,4.15 sec,34.5 in,117 in,19 reps,6.86 sec
310,Devin Smith15,"6' 1""",199 lbs,4.42 sec,4.15 sec,39.0 in,122 in,10 reps,
311,Chris Conley18,"6' 3""",205 lbs,4.35 sec,4.30 sec,45.0 in,139 in,18 reps,7.06 sec
312,Darren Waller83,"6' 6""",255 lbs,4.46 sec,4.25 sec,37.0 in,125 in,12 reps,7.07 sec
313,Jamison Crowder82,"5' 9""",177 lbs,4.56 sec,4.32 sec,37.0 in,115 in,10 reps,7.17 sec
314,DeAndrew White18,"6' 0""",195 lbs,4.44 sec,4.18 sec,34.5 in,118 in,,6.97 sec
315,Jeff Heuerman82,"6' 5""",255 lbs,,,,,26 reps,
316,Tyler Kroft81,"6' 6""",252 lbs,,,,,17 reps,
317,Blake Bell80,"6' 6""",252 lbs,4.80 sec,4.32 sec,33.0 in,116 in,14 reps,
318,Nick O'Leary86,"6' 3""",252 lbs,4.93 sec,4.50 sec,30.5 in,110 in,21 reps,7.40 sec
319,MyCole Pruitt85,"6' 2""",245 lbs,4.58 sec,4.37 sec,38.0 in,118 in,17 reps,7.25 sec
320,Nick Boyle86,"6' 4""",270 lbs,5.04 sec,4.23 sec,30.5 in,112 in,20 reps,7.13 sec
321,Brandon Scherff75,"6' 5""",315 lbs,5.05 sec,,,,23 reps,
322,Andrus Peat75,"6' 7""",316 lbs,5.18 sec,4.62 sec,31.0 in,105 in,,8.01 sec
323,D.J. Humphries74,"6' 5""",307 lbs,5.12 sec,4.64 sec,31.0 in,104 in,26 reps,7.87 sec
324,Cedric Ogbuehi74,"6' 5""",308 lbs,,,,,23 reps,
325,Ereck Flowers77,"6' 6""",330 lbs,5.31 sec,,,,37 reps,
326,A.J. Cann60,"6' 3""",325 lbs,,,,,26 reps,
327,Laken Tomlinson75,"6' 3""",312 lbs,5.33 sec,4.87 sec,31.5 in,103 in,25 reps,8.17 sec
328,Rob Havenstein79,"6' 8""",330 lbs,5.46 sec,4.87 sec,28.5 in,96 in,16 reps,8.28 sec
329,Donovan Smith76,"6' 6""",338 lbs,5.27 sec,4.79 sec,32.0 in,109 in,26 reps,7.95 sec
330,Ali Marpet74,"6' 4""",307 lbs,4.98 sec,4.47 sec,30.5 in,108 in,30 reps,7.33 sec
331,Mitch Morse60,"6' 6""",305 lbs,5.14 sec,4.50 sec,31.0 in,112 in,36 reps,7.60 sec
332,Ty Sambrailo74,"6' 5""",311 lbs,5.36 sec,4.58 sec,29.0 in,97 in,23 reps,7.54 sec
333,Mark Glowinski64,"6' 4""",310 lbs,5.20 sec,4.58 sec,29.5 in,113 in,31 reps,7.56 sec
334,Jamon Brown68,"6' 4""",340 lbs,5.09 sec,4.70 sec,28.0 in,103 in,,7.36 sec
335,Chaz Green69,"6' 5""",318 lbs,5.16 sec,4.70 sec,29.5 in,106 in,21 reps,8.00 sec
336,Max Garcia73,"6' 4""",309 lbs,5.13 sec,,28.0 in,103 in,,8.18 sec
337,John Miller67,"6' 3""",315 lbs,5.33 sec,4.75 sec,27.0 in,104 in,29 reps,8.20 sec
338,Daryl Williams60,"6' 6""",330 lbs,5.34 sec,5.15 sec,26.0 in,97 in,27 reps,
339,Trent Brown77,"6' 8""",380 lbs,5.29 sec,4.78 sec,23.5 in,97 in,20 reps,8.23 sec
340,Andrew Donnal76,"6' 6""",305 lbs,5.31 sec,4.77 sec,32.0 in,101 in,17 reps,7.84 sec
341,Shaq Mason69,"6' 1""",310 lbs,4.97 sec,,32.0 in,110 in,25 reps,7.53 sec
342,Jamil Douglas75,"6' 4""",309 lbs,5.25 sec,4.75 sec,29.0 in,99 in,28 reps,7.99 sec
343,Bobby Hart68,"6' 5""",310 lbs,5.67 sec,5.07 sec,27.0 in,95 in,22 reps,8.08 sec
344,Jake Rodgers69,"6' 6""",320 lbs,5.24 sec,4.81 sec,30.5 in,106 in,24 reps,8.04 sec
345,Leonard Williams99,"6' 5""",302 lbs,4.97 sec,4.53 sec,29.5 in,106 in,,7.59 sec
346,Arik Armstead91,"6' 7""",292 lbs,5.06 sec,4.53 sec,34.0 in,117 in,24 reps,7.57 sec
347,Danny Shelton71,"6' 2""",345 lbs,5.64 sec,4.65 sec,30.5 in,95 in,34 reps,7.99 sec
348,Jordan Phillips97,"6' 6""",341 lbs,5.17 sec,4.68 sec,30.0 in,105 in,28 reps,7.88 sec
349,Carl Davis79,"6' 5""",320 lbs,5.07 sec,4.47 sec,33.0 in,103 in,,7.91 sec
350,Preston Smith91,"6' 5""",265 lbs,4.74 sec,4.28 sec,34.0 in,121 in,24 reps,7.07 sec
351,Nate Orchard54,"6' 3""",251 lbs,4.80 sec,4.43 sec,31.5 in,115 in,,7.28 sec
352,Danielle Hunter99,"6' 5""",252 lbs,4.57 sec,,,,25 reps,
353,Frank Clark55,"6' 3""",260 lbs,4.79 sec,4.05 sec,38.5 in,118 in,19 reps,7.08 sec
354,Trey Flowers90,"6' 2""",265 lbs,4.93 sec,4.40 sec,36.5 in,121 in,28 reps,7.34 sec
355,Henry Anderson96,"6' 6""",301 lbs,4.97 sec,4.19 sec,30.0 in,111 in,,7.20 sec
356,Tyeler Davison96,"6' 2""",309 lbs,5.18 sec,4.46 sec,33.0 in,105 in,32 reps,7.53 sec
357,Za'Darius Smith55,"6' 4""",272 lbs,4.83 sec,4.66 sec,29.0 in,113 in,23 reps,7.42 sec
358,Christian Covington,"6' 2""",305 lbs,4.89 sec,4.43 sec,30.5 in,111 in,24 reps,7.43 sec
359,Rakeem Nunez-Roches56,"6' 2""",307 lbs,5.02 sec,4.69 sec,34.0 in,114 in,26 reps,7.67 sec
360,Bud Dupree48,"6' 4""",269 lbs,4.56 sec,,42.0 in,138 in,,
361,Eric Kendricks54,"6' 0""",232 lbs,4.61 sec,,38.0 in,124 in,19 reps,
362,Benardrick McKinney55,"6' 4""",257 lbs,4.66 sec,4.27 sec,40.5 in,121 in,16 reps,7.21 sec
363,Denzel Perryman52,"5' 11""",240 lbs,4.78 sec,,32.0 in,113 in,27 reps,
364,Kwon Alexander56,"6' 1""",227 lbs,4.55 sec,4.20 sec,36.0 in,121 in,24 reps,7.14 sec
365,Jake Ryan47,"6' 2""",240 lbs,4.65 sec,4.20 sec,34.5 in,120 in,20 reps,7.11 sec
366,Damien Wilson54,"6' 0""",245 lbs,4.77 sec,4.20 sec,37.0 in,119 in,22 reps,7.21 sec
367,Mark Nzeocha53,"6' 3""",240 lbs,4.56 sec,,,,24 reps,
368,Damarious Randall23,"5' 11""",196 lbs,4.46 sec,4.07 sec,38.0 in,120 in,14 reps,6.83 sec
369,Anthony Harris41,"6' 1""",202 lbs,4.56 sec,,,,,
370,Adrian Amos31,"6' 0""",214 lbs,4.56 sec,4.03 sec,35.5 in,122 in,,7.09 sec
371,Jordan Richards28,"5' 11""",210 lbs,4.65 sec,4.22 sec,32.0 in,111 in,13 reps,6.74 sec
372,Ibraheim Campbell,"5' 11""",210 lbs,4.52 sec,,,,23 reps,
373,Marcus Peters24,"6' 0""",195 lbs,4.53 sec,4.08 sec,37.5 in,121 in,17 reps,7.08 sec
374,Ronald Darby21,"5' 11""",193 lbs,4.38 sec,4.14 sec,41.5 in,129 in,12 reps,6.94 sec
375,P.J. Williams26,"6' 0""",196 lbs,4.57 sec,4.28 sec,40.0 in,132 in,12 reps,7.08 sec
376,Byron Jones31,"6' 0""",205 lbs,4.43 sec,3.94 sec,44.5 in,147 in,,6.78 sec
377,Eric Rowe21,"6' 1""",205 lbs,4.45 sec,3.97 sec,39.0 in,125 in,19 reps,6.70 sec
378,Steven Nelson22,"5' 11""",194 lbs,4.49 sec,4.07 sec,34.5 in,115 in,19 reps,6.88 sec
379,Bobby McCain28,"5' 11""",192 lbs,4.51 sec,3.82 sec,36.0 in,130 in,17 reps,6.80 sec
380,Troy Hill22,"5' 11""",183 lbs,4.55 sec,4.21 sec,32.5 in,120 in,,6.81 sec
381,Justin Coleman27,"5' 11""",190 lbs,4.53 sec,3.98 sec,37.5 in,124 in,20 reps,6.61 sec
382,Quandre Diggs37,"5' 9""",200 lbs,4.56 sec,4.15 sec,35.5 in,113 in,17 reps,7.22 sec
383,Kevin Johnson29,"6' 0""",185 lbs,4.52 sec,3.89 sec,41.5 in,130 in,,6.79 sec
384,Jaquiski Tartt29,"6' 1""",215 lbs,4.53 sec,,,124 in,,
385,Jordan Hicks58,"6' 1""",236 lbs,4.68 sec,4.15 sec,38.0 in,124 in,20 reps,6.78 sec
386,Angelo Blackson97,"6' 4""",319 lbs,5.02 sec,4.57 sec,31.0 in,101 in,20 reps,7.50 sec
387,Rodney Gunter95,"6' 5""",305 lbs,5.00 sec,4.75 sec,27.0 in,115 in,20 reps,7.40 sec
388,Jon Feliciano76,"6' 4""",325 lbs,5.33 sec,4.74 sec,26.5 in,97 in,,
389,Grady Jarrett97,"6' 0""",305 lbs,5.06 sec,4.56 sec,31.0 in,112 in,30 reps,7.37 sec
390,C.J. Uzomah87,"6' 6""",260 lbs,4.62 sec,4.57 sec,,118 in,19 reps,7.22 sec
391,Joe Cardona49,"6' 3""",245 lbs,4.91 sec,,33.0 in,,30 reps,
392,Michael Burton32,"6' 0""",240 lbs,4.74 sec,4.34 sec,33.0 in,115 in,25 reps,7.20 sec
393,David Mayo55,"6' 2""",240 lbs,4.70 sec,4.33 sec,34.5 in,108 in,24 reps,7.15 sec
394,Tye Smith23,"6' 0""",195 lbs,4.60 sec,3.96 sec,36.5 in,124 in,15 reps,6.97 sec
395,Geremy Davis11,"6' 3""",211 lbs,,4.18 sec,36.5 in,124 in,23 reps,6.86 sec
396,Edmond Robinson46,"6' 3""",245 lbs,4.61 sec,4.38 sec,37.0 in,121 in,20 reps,7.49 sec
397,Dean Marlowe31,"6' 1""",208 lbs,4.58 sec,4.18 sec,33.5 in,114 in,16 reps,7.00 sec
398,Eric Tomlinson83,"6' 6""",263 lbs,4.98 sec,4.54 sec,30.5 in,110 in,19 reps,7.46 sec
399,Jared Goff16,"6' 4""",222 lbs,4.82 sec,4.47 sec,27.0 in,110 in,,7.17 sec
400,Paxton Lynch5,"6' 7""",244 lbs,4.86 sec,4.26 sec,36.0 in,118 in,,7.14 sec
401,Hunter Henry86,"6' 5""",250 lbs,,,,,13 reps,
402,Ezekiel Elliott21,"6' 0""",228 lbs,4.47 sec,,32.5 in,118 in,,
403,Dwayne Washington24,"6' 1""",223 lbs,4.48 sec,4.22 sec,37.5 in,127 in,21 reps,6.85 sec
404,Laquon Treadwell80,"6' 2""",215 lbs,,,33.0 in,117 in,12 reps,
405,Bralon Addison89,"5' 10""",190 lbs,4.66 sec,4.14 sec,34.5 in,116 in,13 reps,6.95 sec
406,Austin Hooper81,"6' 4""",254 lbs,4.72 sec,4.32 sec,33.0 in,117 in,19 reps,7.00 sec
407,Jaylon Smith54,"6' 2""",245 lbs,4.67 sec,,,,,
408,Jordan Howard24,"6' 0""",224 lbs,,,34.0 in,122 in,16 reps,
409,Corey Coleman19,"5' 11""",185 lbs,,,40.5 in,129 in,17 reps,
410,Derrick Henry22,"6' 3""",247 lbs,4.54 sec,4.38 sec,37.0 in,130 in,22 reps,7.20 sec
411,Tyler Boyd83,"6' 2""",203 lbs,4.58 sec,4.35 sec,34.0 in,119 in,11 reps,6.90 sec
412,Pharoh Cooper14,"5' 11""",208 lbs,4.52 sec,,31.0 in,115 in,15 reps,
413,Josh Doctson13,"6' 2""",202 lbs,4.50 sec,4.08 sec,41.0 in,131 in,14 reps,6.84 sec
414,Tyler Higbee89,"6' 6""",255 lbs,,,,,,
415,Carson Wentz11,"6' 5""",237 lbs,4.77 sec,4.15 sec,30.5 in,118 in,,6.86 sec
416,Mackensie Alexander21,"5' 10""",192 lbs,4.43 sec,,,,11 reps,
417,Geronimo Allison81,"6' 3""",202 lbs,4.67 sec,4.28 sec,33.0 in,127 in,,7.40 sec
418,Stephen Anderson82,"6' 2""",230 lbs,,,38.0 in,119 in,16 reps,
419,Anthony Zettel92,"6' 4""",275 lbs,4.81 sec,4.39 sec,30.5 in,109 in,28 reps,7.63 sec
420,Tavon Young25,"5' 9""",185 lbs,4.46 sec,3.93 sec,34.5 in,118 in,9 reps,6.80 sec
421,Jihad Ward53,"6' 5""",287 lbs,5.11 sec,4.63 sec,25.0 in,111 in,20 reps,7.38 sec
422,DeAndre Washington24,"5' 8""",210 lbs,4.49 sec,4.20 sec,34.5 in,118 in,24 reps,7.03 sec
423,Stephen Weatherly91,"6' 5""",265 lbs,4.61 sec,,31.0 in,117 in,23 reps,
424,Cody Whitehair65,"6' 3""",309 lbs,5.08 sec,4.58 sec,,110 in,16 reps,7.32 sec
425,Peyton Barber25,"5' 11""",225 lbs,4.64 sec,4.21 sec,32.5 in,111 in,20 reps,7.00 sec
426,Vonn Bell24,"5' 11""",205 lbs,,,,,16 reps,
427,Caleb Benenoch74,"6' 5""",305 lbs,4.98 sec,5.11 sec,,104 in,,8.15 sec
428,Andrew Billings99,"6' 1""",328 lbs,5.05 sec,4.82 sec,27.5 in,113 in,31 reps,8.05 sec
429,Austin Blythe66,"6' 3""",298 lbs,5.36 sec,4.53 sec,,99 in,29 reps,7.52 sec
430,Evan Boehm76,"6' 3""",321 lbs,5.33 sec,4.69 sec,,96 in,24 reps,7.52 sec
431,Devante Bond53,"6' 1""",236 lbs,4.70 sec,4.36 sec,37.5 in,121 in,21 reps,7.07 sec
432,Joey Bosa97,"6' 5""",280 lbs,4.86 sec,4.21 sec,32.0 in,120 in,24 reps,6.89 sec
433,James Bradberry24,"6' 1""",212 lbs,4.50 sec,4.21 sec,36.0 in,124 in,16 reps,6.91 sec
434,Ben Braunecker82,"6' 3""",247 lbs,4.73 sec,4.20 sec,35.5 in,121 in,20 reps,6.90 sec
435,Jake Brendel64,"6' 4""",299 lbs,5.01 sec,4.27 sec,,108 in,25 reps,7.31 sec
436,Jacoby Brissett7,"6' 4""",235 lbs,4.94 sec,4.53 sec,31.0 in,113 in,,7.17 sec
437,Anthony Brown30,"5' 11""",198 lbs,4.33 sec,4.19 sec,35.0 in,115 in,19 reps,7.03 sec
438,DeForest Buckner99,"6' 7""",300 lbs,5.05 sec,4.47 sec,32.0 in,116 in,,7.51 sec
439,Jonathan Bullard90,"6' 3""",296 lbs,4.93 sec,4.56 sec,32.0 in,116 in,23 reps,7.31 sec
440,Artie Burns25,"6' 0""",197 lbs,4.46 sec,,31.5 in,,,
441,Juston Burris31,"6' 0""",212 lbs,4.53 sec,4.40 sec,36.5 in,122 in,19 reps,7.10 sec
442,Deon Bush26,"6' 0""",200 lbs,4.64 sec,,36.0 in,123 in,17 reps,
443,Vernon Butler92,"6' 4""",330 lbs,5.33 sec,4.76 sec,29.5 in,104 in,26 reps,7.82 sec
444,Shilique Calhoun90,"6' 4""",260 lbs,4.82 sec,4.25 sec,35.0 in,115 in,23 reps,6.97 sec
445,De'Vondre Campbell59,"6' 4""",232 lbs,4.58 sec,,34.0 in,116 in,16 reps,
446,Maurice Canady28,"6' 1""",193 lbs,4.49 sec,4.09 sec,38.0 in,124 in,16 reps,7.03 sec
447,Daryl Worley20,"6' 1""",215 lbs,4.64 sec,4.15 sec,35.5 in,123 in,14 reps,6.98 sec
448,Antwaun Woods99,"6' 1""",318 lbs,,,,,,
449,Danny Vitale45,"6' 0""",239 lbs,4.60 sec,4.12 sec,38.5 in,123 in,30 reps,7.12 sec
450,Nick Vigil59,"6' 2""",235 lbs,4.72 sec,4.00 sec,31.5 in,115 in,,6.73 sec
451,Nick Vannett88,"6' 6""",261 lbs,,4.20 sec,30.5 in,111 in,17 reps,7.05 sec
452,Halapoulivaati Vaitai72,"6' 6""",320 lbs,5.26 sec,5.00 sec,,113 in,23 reps,8.26 sec
453,Charles Tapper80,"6' 3""",270 lbs,4.59 sec,,34.0 in,119 in,23 reps,
454,Darian Thompson23,"6' 2""",211 lbs,4.69 sec,4.33 sec,32.5 in,118 in,12 reps,7.26 sec
455,Joe Thuney62,"6' 5""",308 lbs,4.95 sec,4.54 sec,,110 in,28 reps,7.47 sec
456,Cole Toner64,"6' 5""",300 lbs,5.32 sec,,,103 in,22 reps,7.88 sec
457,Laremy Tunsil78,"6' 5""",313 lbs,,,,,,
458,Joe Schobert47,"6' 1""",245 lbs,4.76 sec,4.30 sec,33.5 in,111 in,22 reps,7.11 sec
459,Kenny Clark97,"6' 3""",314 lbs,5.06 sec,4.62 sec,28.5 in,102 in,29 reps,
460,Le'Raven Clark62,"6' 5""",311 lbs,5.16 sec,,,,18 reps,
461,Shon Coleman78,"6' 5""",310 lbs,,,,,22 reps,
462,Maliek Collins96,"6' 2""",310 lbs,5.03 sec,4.52 sec,29.5 in,109 in,25 reps,7.53 sec
463,Jack Conklin78,"6' 6""",308 lbs,5.00 sec,4.57 sec,,103 in,25 reps,7.63 sec
464,Cody Core17,"6' 3""",205 lbs,4.47 sec,,31.5 in,119 in,14 reps,
465,Kamalei Correa44,"6' 3""",241 lbs,4.69 sec,,33.0 in,108 in,21 reps,
466,Ken Crawley32,"6' 1""",180 lbs,4.43 sec,,36.5 in,119 in,,
467,Joe Dahl66,"6' 4""",305 lbs,5.18 sec,4.77 sec,,109 in,28 reps,7.64 sec
468,Sterling Shepard87,"5' 10""",201 lbs,4.48 sec,4.35 sec,41.0 in,123 in,20 reps,7.00 sec
469,Kenneth Dixon38,"5' 10""",228 lbs,4.58 sec,4.28 sec,37.5 in,121 in,18 reps,6.97 sec
470,Jakeem Grant19,"5' 7""",171 lbs,4.37 sec,4.03 sec,36.5 in,117 in,15 reps,7.03 sec
471,Chris Moore10,"6' 1""",200 lbs,4.53 sec,4.20 sec,37.0 in,130 in,10 reps,6.76 sec
472,Tyler Ervin32,"5' 10""",192 lbs,4.41 sec,,39.0 in,130 in,17 reps,
473,Ricardo Louis80,"6' 2""",215 lbs,4.43 sec,,38.0 in,132 in,18 reps,
474,Kenyan Drake41,"6' 1""",211 lbs,4.45 sec,4.21 sec,34.5 in,123 in,10 reps,7.04 sec
475,Tajae Sharpe19,"6' 2""",194 lbs,4.55 sec,,33.5 in,114 in,11 reps,
476,D.J. Foster37,"6' 0""",205 lbs,4.57 sec,4.07 sec,35.5 in,117 in,14 reps,6.75 sec
477,Josh Ferguson36,"5' 10""",205 lbs,4.48 sec,,34.5 in,120 in,21 reps,
478,Dak Prescott4,"6' 2""",238 lbs,4.79 sec,4.32 sec,32.5 in,116 in,,7.11 sec
479,Temarrick Hemingway84,"6' 5""",245 lbs,4.71 sec,4.31 sec,30.5 in,115 in,18 reps,6.88 sec
480,Trevor Davis,"6' 1""",188 lbs,4.42 sec,4.22 sec,38.5 in,124 in,11 reps,6.60 sec
481,Sean Davis21,"6' 1""",202 lbs,4.46 sec,3.97 sec,37.5 in,126 in,21 reps,6.64 sec
482,Sheldon Day91,"6' 1""",285 lbs,5.07 sec,4.50 sec,30.0 in,102 in,21 reps,7.44 sec
483,Taylor Decker68,"6' 7""",311 lbs,5.23 sec,4.76 sec,,101 in,20 reps,7.70 sec
484,Jeff Driskel9,"6' 4""",235 lbs,4.56 sec,4.25 sec,32.0 in,122 in,,7.19 sec
485,Kyler Fackrell51,"6' 5""",245 lbs,4.72 sec,,34.5 in,121 in,15 reps,
486,Leonard Floyd94,"6' 5""",240 lbs,4.60 sec,,39.5 in,127 in,,
487,Kavon Frazier,"6' 0""",220 lbs,,,,,18 reps,
488,Kendall Fuller29,"5' 11""",198 lbs,4.48 sec,,,,15 reps,
489,Joshua Garnett65,"6' 5""",305 lbs,5.32 sec,4.64 sec,,99 in,30 reps,7.62 sec
490,Graham Glasgow61,"6' 6""",310 lbs,5.13 sec,4.63 sec,,106 in,23 reps,7.63 sec
491,B.J. Goodson93,"6' 1""",242 lbs,4.69 sec,4.51 sec,34.5 in,118 in,30 reps,7.05 sec
492,T.J. Green24,"6' 3""",211 lbs,4.34 sec,,35.5 in,129 in,13 reps,
493,Joe Haeg73,"6' 6""",305 lbs,5.16 sec,4.47 sec,,111 in,,7.47 sec
494,Deiondre' Hall32,"6' 2""",196 lbs,4.86 sec,4.06 sec,37.0 in,127 in,,7.07 sec
495,Javon Hargrave93,"6' 2""",305 lbs,4.93 sec,4.70 sec,34.5 in,109 in,29 reps,7.90 sec
496,Joel Heath93,"6' 6""",302 lbs,5.02 sec,4.52 sec,33.0 in,113 in,26 reps,7.44 sec
497,Willie Henry69,"6' 3""",291 lbs,5.00 sec,4.53 sec,30.5 in,110 in,28 reps,7.57 sec
498,Xavien Howard25,"6' 1""",198 lbs,4.58 sec,4.15 sec,33.0 in,122 in,11 reps,7.18 sec
499,Germain Ifedi74,"6' 5""",325 lbs,5.27 sec,4.75 sec,,109 in,24 reps,
500,Myles Jack44,"6' 1""",244 lbs,4.56 sec,,,,19 reps,
501,Branden Jackson93,"6' 4""",295 lbs,5.06 sec,4.77 sec,31.5 in,113 in,20 reps,7.40 sec
502,Andy Janovich32,"6' 1""",238 lbs,4.81 sec,4.32 sec,34.0 in,119 in,30 reps,7.28 sec
503,Quinton Jefferson99,"6' 4""",291 lbs,4.95 sec,4.37 sec,29.0 in,,24 reps,7.95 sec
504,Jordan Jenkins48,"6' 3""",259 lbs,4.80 sec,,36.5 in,121 in,16 reps,
505,Jordan Williams40,"6' 3""",228 lbs,4.64 sec,4.45 sec,33.5 in,116 in,21 reps,7.03 sec
506,Jordan Williams,"6' 3""",228 lbs,4.64 sec,4.45 sec,33.5 in,116 in,21 reps,7.03 sec
507,Deion Jones45,"6' 1""",227 lbs,4.59 sec,,33.0 in,120 in,,
508,Jonathan Jones31,"5' 10""",190 lbs,4.33 sec,4.25 sec,36.0 in,123 in,19 reps,7.25 sec
509,Karl Joseph42,"5' 10""",200 lbs,,,,,,
